1,654,4,7.1017e-07,0.011065
1,280,13,0.00069904,0.0068702
1,337,17,0.00066059,0.0049886
1,513,17,-0.00066067,0.0039808
1,450,22,0.00020758,0.0029004
1,709,22,-0.00020759,0.0033959
1,141,28,8.6032e-05,0.0053716
1,508,28,0.0011136,0.0041727
1,83,31,0.0010961,0.009263
1,528,31,0.00017116,0.0082608
1,911,32,-1.3484e-06,0.0091847
1,858,34,0.00095616,0.0056381
1,1072,34,-9.5417e-05,0.0050441
1,236,35,6.4277e-05,0.0047358
1,857,44,-1.4796e-09,0.0033991
1,169,52,0.0027338,0.0043243
1,785,52,-0.00081965,0.0069054
1,919,64,-0.0030886,-0.0035054
1,1566,64,-0.0010864,-0.0037131
1,930,73,0.00084299,0.0043707
1,1076,73,0.00076713,0.004489
1,31,83,0.0010961,0.009263
1,841,83,-0.00034244,0.0080923
1,148,84,0.00035816,0.0030471
1,1119,87,1.6648e-05,0.0046905
1,708,93,1.4719e-08,0.0045884
1,183,94,0.00070921,0.004047
1,927,100,-2.8161e-09,0.0021304
1,577,109,0.0010961,0.0030698
1,953,109,-0.00020185,0.0029124
1,350,110,-2.683e-09,0.0024165
1,623,117,0.00095724,0.0086014
1,1391,117,0.0007394,0.0094272
1,442,118,0.00097642,0.0040132
1,444,118,-6.6165e-05,0.0046005
1,998,121,-9.9778e-09,0.0033759
1,183,124,0.00061731,0.0041964
1,289,124,-0.0013263,0.0042517
1,605,128,0.00067518,0.0038401
1,993,133,7.9836e-10,0.0036754
1,148,134,-0.00035817,0.0035234
1,567,140,0.0023388,0.0041347
1,946,140,-0.00041813,0.0048527
1,28,141,8.6032e-05,0.0053716
1,84,148,0.00035816,0.0030471
1,134,148,-0.00035817,0.0035234
1,525,149,0.00050959,0.012056
1,280,152,-0.00063818,0.0075341
1,506,152,-1.2616e-05,0.0085031
1,501,156,0.00023373,0.0037895
1,929,156,-0.000169,0.0036448
1,865,159,0.00011937,-0.00013834
1,923,159,0.00094166,0.0031714
1,581,163,0.00089082,0.016015
1,52,169,0.0027338,0.0043243
1,1113,169,-0.0011421,-0.000341
1,653,171,0.00012339,0.0037645
1,276,176,0.0023947,0.0069299
1,411,176,-0.0010373,0.0062861
1,401,179,0.00099966,0.0035611
1,525,179,-0.0015097,0.0063738
1,636,180,0.00045173,0.0042962
1,972,181,0.00019814,0.0054934
1,94,183,0.00070921,0.004047
1,124,183,0.00061731,0.0041964
1,1391,184,-0.0014575,0.0096784
1,1067,188,0.0014624,0.010173
1,1163,188,-0.00089954,0.0087407
1,249,193,0.00098033,0.0050091
1,940,193,-0.00053859,0.0062391
1,394,196,0.0013785,0.0063858
1,463,199,-9.0552e-09,0.0035779
1,1546,205,-1.0618e-08,0.0056965
1,909,206,0.0016677,0.0048632
1,1131,206,-0.00098601,0.0046524
1,845,219,0.00030492,0.0084945
1,1072,219,-0.0001723,0.0084786
1,670,222,0.00090298,0.00356
1,961,222,-0.00075337,0.0030106
1,35,236,6.4277e-05,0.0047358
1,536,236,-6.4281e-05,0.004463
1,970,242,0.00024427,0.00097771
1,395,244,-3.766e-10,0.0041299
1,193,249,0.00098033,0.0050091
1,453,249,-0.00044176,0.0051772
1,1300,250,0.0012684,0.0053963
1,324,253,0.00064712,0.0025877
1,1018,262,0.00071063,0.0032831
1,639,274,-1.3394e-07,-0.00023611
1,276,275,-0.00068656,0.0093464
1,506,275,-0.00031533,0.0094795
1,176,276,0.0023947,0.0069299
1,275,276,-0.00068656,0.0093464
1,1355,278,3.2129e-09,0.0030161
1,1207,279,2.2932e-09,0.0025922
1,13,280,0.00069904,0.0068702
1,152,280,-0.00063818,0.0075341
1,1076,283,-0.0013013,0.0057007
1,952,286,0.0003632,0.0053362
1,1488,286,-4.8063e-05,0.0056584
1,684,287,-2.0145e-07,-0.0046694
1,124,289,-0.0013263,0.0042517
1,889,289,0.00025187,0.01545
1,936,289,0.00088508,0.0077828
1,1177,295,0.00084118,0.0085267
1,1378,295,-0.00075036,0.0090697
1,601,303,0.00028852,0.0048817
1,816,303,0.0005872,0.0049741
1,662,304,6.6812e-09,-0.0010166
1,456,305,0.0018449,0.011248
1,1327,305,-0.00058767,-0.0033049
1,320,307,0.00025758,0.0040699
1,459,307,-2.3846e-07,0.012772
1,1249,307,8.7231e-07,0.0084163
1,1272,313,-2.0735e-08,0.005319
1,307,320,0.00025758,0.0040699
1,551,320,-0.00014824,0.0039399
1,539,321,-8.5526e-09,0.0043715
1,253,324,0.00064712,0.0025877
1,448,324,-0.00057441,0.0025951
1,1040,328,0.0010546,0.013268
1,1163,328,-0.00064508,0.012561
1,636,334,-0.00012684,0.0040603
1,837,334,-0.00032485,0.0050499
1,483,335,0.0013758,0.0067815
1,742,335,-0.00039357,0.0058552
1,17,337,0.00066059,0.0049886
1,888,338,0.0013904,0.013908
1,1012,338,0.0015351,0.01325
1,766,341,0.00092615,0.0033826
1,1202,341,0.0015158,0.0041024
1,1262,341,0.00052723,0.0045437
1,568,342,0.00059366,-0.00061015
1,1055,342,-0.00051997,0.0054455
1,586,343,-5.0545e-10,0.0030463
1,456,347,-0.00059852,0.010726
1,706,347,0.00010022,0.0080918
1,110,350,-2.683e-09,0.0024165
1,515,351,6.1957e-05,0.0045299
1,982,351,-6.0163e-05,0.00025056
1,481,358,0.0015582,0.012073
1,1374,358,-0.0011338,0.013079
1,1110,359,9.8042e-08,0.0032642
1,464,361,-3.7614e-09,0.0031634
1,567,361,-0.001628,0.0027179
1,1212,361,5.2485e-08,0.0068832
1,710,364,-1.2814e-07,-0.00045859
1,526,368,0.0016405,0.0050961
1,878,368,-0.0013577,0.0057076
1,513,379,0.00088224,0.0048948
1,570,379,-0.00025408,0.0052791
1,1106,382,1.0422e-08,0.0035322
1,1209,386,8.721e-05,0.0085475
1,1254,386,-8.7382e-05,0.0083534
1,635,387,4.9015e-09,0.0036468
1,196,394,0.0013785,0.0063858
1,786,394,-0.00089125,0.0067534
1,244,395,-3.766e-10,0.0041299
1,488,397,0.00018404,0.006002
1,510,397,0.0020181,0.0078447
1,486,399,3.327e-07,0.021499
1,648,400,0.00075124,0.0044556
1,740,400,-0.0005696,0.00065837
1,179,401,0.00099966,0.0035611
1,852,403,-1.4537e-06,0.020707
1,762,405,0.0017616,0.0071719
1,909,408,-0.00055862,0.0049182
1,176,411,-0.0010373,0.0062861
1,628,411,1.6906e-05,0.0066311
1,925,413,0.00039139,0.0038712
1,1149,413,-0.00022406,0.0033133
1,647,415,0.0023992,0.0042495
1,1266,415,-0.0012127,0.0052979
1,968,416,0.00079021,0.0042158
1,1483,416,-0.0010885,0.0009859
1,893,422,9.1698e-09,0.0032586
1,424,423,5.7171e-06,0.0055741
1,570,423,-0.00062816,0.0037074
1,583,423,0.00072523,0.0039106
1,423,424,5.7171e-06,0.0055741
1,706,424,-0.00075833,0.006682
1,630,427,0.0016841,0.0046229
1,781,427,-0.0010069,0.0051492
1,605,431,0.00016458,0.003463
1,764,431,-0.00083976,0.0036718
1,602,434,0.00021778,0.0037209
1,1316,435,0.00043903,0.018137
1,1347,435,-0.00043834,0.018225
1,949,438,0.0012837,0.0085565
1,1557,438,-0.0012837,0.0096268
1,118,442,0.00097642,0.0040132
1,1212,442,-0.00070062,0.0034723
1,118,444,-6.6165e-05,0.0046005
1,648,444,-0.00039121,0.0047376
1,324,448,-0.00057441,0.0025951
1,1171,448,0.00022672,0.0030892
1,841,449,0.00032498,0.0057005
1,1249,449,-0.00032463,0.0060734
1,22,450,0.00020758,0.0029004
1,249,453,-0.00044176,0.0051772
1,305,456,0.0018449,0.011248
1,347,456,-0.00059852,0.010726
1,544,457,1.4154e-08,0.00048957
1,307,459,-2.3846e-07,0.012772
1,486,459,-1.0522e-07,0.0046732
1,601,459,1.6984e-08,0.0043207
1,672,460,0.0013399,0.010036
1,785,460,-0.0015009,0.0099446
1,199,463,-9.0552e-09,0.0035779
1,361,464,-3.7614e-09,0.0031634
1,1203,466,0.00068535,0.007383
1,1290,466,-0.0016339,0.00092317
1,508,470,-0.0011977,0.0039656
1,792,470,0.00078215,0.0040525
1,1222,474,0.0013607,0.0032219
1,1454,474,-0.0013606,0.0051995
1,576,475,-4.5079e-09,0.0010305
1,942,478,0.0017054,0.0081425
1,949,478,-0.0010567,0.0062541
1,853,479,0.0011952,0.0054943
1,1039,479,-0.0011952,0.0041873
1,358,481,0.0015582,0.012073
1,1338,481,0.001261,0.009642
1,335,483,0.0013758,0.0067815
1,729,483,-0.00098215,0.0082143
1,668,485,1.6651e-08,-0.00051535
1,399,486,3.327e-07,0.021499
1,459,486,-1.0522e-07,0.0046732
1,841,486,-1.3129e-07,0.0087973
1,397,488,0.00018404,0.006002
1,678,488,0.00085775,0.017851
1,828,488,-1.2637e-06,0.0074203
1,991,492,0.00025452,0.0086003
1,1184,492,0.0013692,0.0085266
1,717,495,-7.9191e-09,0.0038674
1,1156,497,0.00073646,0.0075329
1,1184,497,-0.0021799,0.0070721
1,736,499,0.0011079,0.0053383
1,991,499,-0.001288,0.0065129
1,156,501,0.00023373,0.0037895
1,152,506,-1.2616e-05,0.0085031
1,275,506,-0.00031533,0.0094795
1,925,507,-0.00016734,0.0037787
1,28,508,0.0011136,0.0041727
1,470,508,-0.0011977,0.0039656
1,676,509,0.00036606,0.0076577
1,1101,509,0.00052731,0.0058336
1,1363,509,5.676e-06,0.012803
1,397,510,0.0020181,0.0078447
1,858,510,-0.0030634,0.0078773
1,1286,511,0.0015654,0.0040138
1,1300,511,-0.0020222,0.0051526
1,17,513,-0.00066067,0.0039808
1,379,513,0.00088224,0.0048948
1,1201,513,8.1523e-08,0.0069186
1,351,515,6.1957e-05,0.0045299
1,889,515,-0.00025264,0.016059
