1.7320508075688772,1.7320508075688772,1.5
2.598076211353316,2.598076211353316,1.0
3.4641016151377544,3.4641016151377544,1.5
4.330127018922193,4.330127018922193,1.0
5.196152422706632,5.196152422706632,1.5
15.588457268119894,15.588457268119894,1.5
1.7320508075688772,1.7320508075688772,2.5
2.598076211353316,2.598076211353316,3.0
3.4641016151377544,3.4641016151377544,2.5
4.330127018922193,4.330127018922193,3.0
5.196152422706632,5.196152422706632,2.5
6.06217782649107,6.06217782649107,3.0
7.794228634059947,7.794228634059947,3.0
8.660254037844386,8.660254037844386,2.5
9.526279441628825,9.526279441628825,3.0
10.392304845413264,10.392304845413264,2.5
11.258330249197702,11.258330249197702,3.0
12.12435565298214,12.12435565298214,2.5
12.990381056766578,12.990381056766578,3.0
13.856406460551018,13.856406460551018,2.5
14.722431864335457,14.722431864335457,3.0
15.588457268119894,15.588457268119894,2.5
16.454482671904334,16.454482671904334,3.0
17.32050807568877,17.32050807568877,2.5
18.186533479473212,18.186533479473212,3.0
2.598076211353316,2.598076211353316,4.0
3.4641016151377544,3.4641016151377544,4.5
4.330127018922193,4.330127018922193,4.0
5.196152422706632,5.196152422706632,4.5
6.06217782649107,6.06217782649107,4.0
6.928203230275509,6.928203230275509,4.5
7.794228634059947,7.794228634059947,4.0
8.660254037844386,8.660254037844386,4.5
9.526279441628825,9.526279441628825,4.0
10.392304845413264,10.392304845413264,4.5
11.258330249197702,11.258330249197702,4.0
12.12435565298214,12.12435565298214,4.5
12.990381056766578,12.990381056766578,4.0
13.856406460551018,13.856406460551018,4.5
14.722431864335457,14.722431864335457,4.0
15.588457268119894,15.588457268119894,4.5
16.454482671904334,16.454482671904334,4.0
17.32050807568877,17.32050807568877,4.5
18.186533479473212,18.186533479473212,4.0
19.05255888325765,19.05255888325765,4.5
3.4641016151377544,3.4641016151377544,5.5
4.330127018922193,4.330127018922193,6.0
5.196152422706632,5.196152422706632,5.5
6.06217782649107,6.06217782649107,6.0
6.928203230275509,6.928203230275509,5.5
7.794228634059947,7.794228634059947,6.0
8.660254037844386,8.660254037844386,5.5
9.526279441628825,9.526279441628825,6.0
10.392304845413264,10.392304845413264,5.5
11.258330249197702,11.258330249197702,6.0
12.12435565298214,12.12435565298214,5.5
12.990381056766578,12.990381056766578,6.0
13.856406460551018,13.856406460551018,5.5
14.722431864335457,14.722431864335457,6.0
15.588457268119894,15.588457268119894,5.5
16.454482671904334,16.454482671904334,6.0
17.32050807568877,17.32050807568877,5.5
18.186533479473212,18.186533479473212,6.0
19.05255888325765,19.05255888325765,5.5
19.918584287042087,19.918584287042087,6.0
4.330127018922193,4.330127018922193,7.0
5.196152422706632,5.196152422706632,7.5
6.06217782649107,6.06217782649107,7.0
6.928203230275509,6.928203230275509,7.5
7.794228634059947,7.794228634059947,7.0
8.660254037844386,8.660254037844386,7.5
9.526279441628825,9.526279441628825,7.0
10.392304845413264,10.392304845413264,7.5
11.258330249197702,11.258330249197702,7.0
