100,1,3663.55303091273,4633.93190797834,77,0
100,2,3818.15852476961,3446.12852207258,79,0
100,3,3855.15063077121,3094.1032331354,78,0
100,4,496.909966452679,4011.79598881501,78,0
100,5,509.768254191772,4185.75101299469,77,0
100,6,3887.75149981852,3860.775906515,79,0
100,7,1109.39771710224,3523.67442547029,81,0
100,8,588.635132400573,4330.30869936822,81,0
100,9,3328.11030630695,3874.46351830842,78,0
100,10,3162.71740419849,3891.39829605518,78,0
100,11,852.806458380832,3821.32102804539,75,0
100,12,331.250721160772,3360.6720822764,77,0
100,13,3596.68347675954,3670.53518514948,79,0
100,14,2830.25937787946,3834.43067088542,78,0
100,15,3884.94541857754,4419.36468370167,78,0
100,16,3809.10180289236,4033.97245129428,79,0
100,17,3489.67824383569,3827.16812755034,79,0
100,18,3440.60173960313,3993.70178527882,78,0
100,19,3650.41896667467,3508.38378829807,79,0
100,20,1012.31010014035,3863.57156299601,81,0
100,21,3670.66760591345,3338.75912612634,79,0
100,22,712.224698410177,3443.4559026807,79,0
100,23,3581.51590080491,4778.15852062142,77,0
100,24,3707.02327690345,3167.80926399244,78,0
100,25,3358.92305014803,2404.95203810551,79,0
100,26,581.268490022927,3546.87947349581,78,0
100,27,3679.76036107462,4989.64817846302,78,0
100,28,959.773288525521,3086.98832380689,78,0
100,29,3429.23707356252,4162.9300817054,78,0
100,30,3591.61353272958,1186.86454895481,80,0
100,31,964.448231205996,3663.33312497589,79,0
100,32,3542.70294410119,4521.05412097785,78,0
100,33,902.360184225765,2035.94278171871,80,0
100,34,3837.26923868546,3279.6494692613,79,0
100,35,3446.15665661921,1111.89666000504,82,0
100,36,3251.93056396803,3047.22376200481,78,0
100,37,3550.250311684,3223.04274446461,79,0
100,38,366.733744964728,2086.69107933886,78,0
100,39,790.363437127249,3043.16743961214,78,0
100,40,352.936312062823,1541.43200073629,77,0
100,41,3164.42597140514,3587.81424921183,81,0
100,42,3560.92245199572,2126.4708083166,78,0
100,43,3009.91913665872,4934.58497943132,79,0
100,44,3711.63947584779,4441.61779969766,79,0
100,45,720.505192155766,2284.76267368217,80,0
100,46,529.978577808175,3344.94076215075,112,0
100,47,2668.50336100383,3763.85247749939,80,0
100,48,1454.40269092929,2757.21558900319,81,0
100,49,2704.7542285842,3466.44565884349,79,0
100,50,3702.33159510071,1556.71188883797,76,0
100,51,3617.23065870362,4088.49944549624,112,0
100,52,248.040250959258,3695.80896485073,76,0
100,53,3778.434424552,4816.1421778119,111,0
100,54,3674.63279308887,1743.96115361999,75,0
100,55,1468.44684579114,3287.83883147718,82,0
100,56,3753.24302992808,1204.62573094265,77,0
100,57,2574.10100813646,3366.35796940078,80,0
100,58,3426.08293062363,1273.76212238117,79,0
100,59,3160.08118905567,4477.74825569068,78,0
100,60,3919.54596335671,1225.86952802602,77,0
100,61,3402.48665952027,3640.00531488076,114,0
100,62,3658.17778984236,1037.2261879128,77,0
100,63,3318.14358814825,3240.80602427094,113,0
100,64,1330.23212295922,2929.1007171089,79,0
100,65,1299.73768628281,3572.27538447873,77,0
